KO	MCA3-1	MCA3-2	MCA3-3	MCA3-4	MCA3-5	MCA3-6	MRO1-1	MRO1-2	MRO1-3	MRO1-4	MRO1-5	MRO1-6
DNA_repair_and_recombination_proteins	0.0332021577843187	0.036011771420736166	0.03521182205799746	0.03324585722460338	0.031772009953440164	0.037436568008602615	0.018046771646577572	0.0406193763949123	0.028748564421091333	0.031103175297542283	0.031888675720485885	0.0262210419299756
Ethylbenzene_degradation	0.0007574802426879386	0.0007087178992678324	0.0006788387891202442	2.4047695309185226e-07	0.0003503016187380345	0.0006740772446656033	0.0002928730489238149	0.0006531718031578814	0.0004359404614040766	0.000460970411389995	0.000506360644118012	0.00043131785502976126
Flavone_and_flavonol_biosynthesis	2.117917740179462e-05	7.88514571199425e-06	2.9001903282774003e-05	4.3726161585349404e-05	7.129359085378705e-05	1.932503751282026e-05	3.3056079811119653e-06	2.831360436754433e-06	4.264002231887833e-06	5.443372268246577e-06	6.763123245937698e-06	3.953423305456516e-06
Glutathione_metabolism	0.0020693213297735564	0.0015989325129112933	0.0018501862280626141	6.922533139876354e-07	0.001654597630924422	0.001846257964101751	0.0016883654611596602	0.0019923749899328725	0.0014569957880642167	0.0015676802993227347	0.0017603215913584971	0.001333954779905855
Glycosyltransferases	0.0044769543887602644	0.004368114850347607	0.004337044623000907	1.6363704710781916e-06	0.0029835843308237547	0.00397371861662781	0.001978981108440212	0.004318836899644087	0.0028589453327846808	0.003311868563029095	0.0035158366929610857	0.002860833194488132
Glyoxylate_and_dicarboxylate_metabolism	0.004968123799775636	0.004525208892960055	0.004916297944326197	0.00038602828911740706	0.0035203718945647253	0.004418636004989127	0.005015116416827584	0.005868252564290597	0.004047100224864453	0.004506705958434928	0.004848792977497088	0.00395712494202308
Insulin_signaling_pathway	0.000856780550688312	0.0010291492932482163	0.000962239326086172	3.711747302535181e-07	0.0006057691430175214	0.0007542200647309061	0.0004165648141551959	0.000801096281402954	0.00048130485474842536	0.000716320087528455	0.0006659487322570361	0.0005815087342358445
Lipid_metabolism	0.0016471779887385304	0.0016806330852162457	0.0018558952447681124	0.0016381890662461166	0.0013990081095304765	0.00147899638526505	0.0009535687854281744	0.000992943417681413	0.000822963584905563	0.0008216504413242565	0.0009866228509188913	0.0007250777094010462
Meiosis___yeast	0.00015741499394263797	0.0005488242492024941	0.00032684286546183836	0.0001512278988454631	3.185025212432305e-05	0.0001393584782319566	4.217220614597964e-05	3.986945978667761e-05	6.340035172900117e-05	2.940941181685164e-05	6.01620381093143e-05	5.0367662177128425e-05
Nitrogen_metabolism	0.007440554986993814	0.008086264653495287	0.007429320744140331	2.9746201141820987e-06	0.00506710078943391	0.006599361074582881	0.007194165789932663	0.008534504944379169	0.006108483693889276	0.006712730569364337	0.007393184139007234	0.005716594609889152
Other_ion_coupled_transporters	0.011955026151104895	0.013795883460271894	0.01204862985125637	0.01189288923120892	0.011853087444574443	0.013480842476641915	0.010702111361413495	0.012890379129742453	0.009953571730183058	0.010428946933589827	0.010963890087322077	0.008736571288638098
Others	0.008107802729757481	0.007267865955252722	0.007674825279087225	2.9074126716681546e-06	0.006055768927492091	0.007206076363602009	0.0038435034437276066	0.008268239069920342	0.005215752925223371	0.006840423427420498	0.0068399683613812896	0.005486880724152323
Pathways_in_cancer	0.0005682281831824354	0.0005175218739857479	0.0005989695265712689	5.255225169729769e-07	0.0005880228070271279	0.0004893667013823954	0.0005191366951879934	0.0005557384776482075	0.0004514571816824311	0.00039630906098277673	0.0005186547442252953	0.000499358760108608
Pentose_and_glucuronate_interconversions	0.0067086131823233764	0.004344009757277026	0.005235126340071652	1.617835902169642e-06	0.0032301360019016075	0.006010117770409402	0.004759879532371003	0.005766995857132345	0.003992379835173372	0.004174611490361736	0.004607121934704304	0.0038787397017482836
Peptidoglycan_biosynthesis	0.010177961531080934	0.009828424331451993	0.009909492261729661	3.993043428960258e-06	0.008365635369608364	0.009035660224071857	0.007894968485867735	0.010933592614543082	0.00703554431408787	0.009022368209719826	0.009010441003680104	0.007525622234677705
Plant_pathogen_interaction	0.0014869794590823715	0.001261324237630803	0.0015409195245866987	5.255408606927694e-07	0.0012097879414194206	0.0013174466676807001	0.0007692369816916395	0.0015893693129238968	0.0009781622788138254	0.0014031126360863108	0.0013500898165233195	0.0010805490994802228
Porphyrin_and_chlorophyll_metabolism	0.005911188119137503	0.006184223646016463	0.006423425424262634	0.006393541223377391	0.00687649287439069	0.006776852355209804	0.005764517404462467	0.005253710630377231	0.004287709950544869	0.0053656991113239265	0.005261288974102947	0.003895227182608851
Renal_cell_carcinoma	0.00011435986982663873	3.7266597233281966e-05	0.00014943992249618506	9.717196526237735e-05	0.00012603705083551948	0.00010230494784489746	5.722559266405573e-05	3.0747200407639033e-05	5.123445206932094e-05	1.670167657481872e-05	4.8379666694783844e-05	2.814953329578894e-05
Retinol_metabolism	0.00033766328853656545	0.0006291846838604604	0.0003219826475635708	2.2191566088652151e-07	0.0002764654050976277	0.000297611750752343	0.00019179324821166064	0.00011226531912641466	7.558425302281361e-05	0.00014701777419946538	0.00012163165614564411	0.00012073671279114245
Selenocompound_metabolism	0.0037414662789557306	0.0046847008772201515	0.0041440806759330045	0.0036595619934748397	0.004158033674050349	0.003356476419321796	0.0019330964337203398	0.004275061904250237	0.0026127138043150347	0.003495752348701565	0.0034257756219515257	0.0027911869903879437
Signal_transduction_mechanisms	0.003998856503830926	0.003925316662988794	0.004281015161849801	1.4219830146431059e-06	0.002513245585327326	0.0035352946495363752	0.0018526999591816748	0.003943769040242167	0.0026340145260570066	0.003041339938837081	0.0032361786565700303	0.0026646113193907186
Sulfur_metabolism	0.002253117961961134	0.004085758308898916	0.002743561536397357	1.5193274696127962e-06	0.002348968837553092	0.001970530722806931	0.002604749657809858	0.0027682919641109456	0.0017300794267791748	0.0023958033516311185	0.0022522077382270203	0.002056357752196909
Transcription_factors	0.011300246069105253	0.010052090896510503	0.01262652440402063	3.945237490042135e-06	0.008430046412658944	0.009977541129957815	0.005155509009084352	0.01031118832167212	0.006877475568104968	0.008719399026191663	0.008964268116545918	0.007225166693221291
Transcription_machinery	0.010751244143745427	0.010619292820841897	0.01091617672311608	3.838080463807844e-06	0.0066037806127584656	0.009526175745572059	0.005612660271584325	0.012310906147359298	0.007880043712693607	0.009872023192317673	0.01008891618000857	0.008056777720481988
Transporters	0.04014290376458614	0.04153231487867924	0.048763081620687106	0.04304787999261429	0.04662834486835061	0.045762416196987135	0.0214507542887023	0.045406221538745586	0.03361133602118034	0.03625759335251963	0.03741185081821766	0.030582217679586667
Vibrio_cholerae_pathogenic_cycle	0.00110675072613832	0.0010816548240032346	0.0010858576150541313	0.001006454905062096	0.0009346512051512132	0.0012264382656950864	0.00036485106846860564	0.0008116222117610895	0.000695092069581136	0.000508958402749375	0.0006401695942440422	0.0005385310573846136
Zeatin_biosynthesis	0.0008550585822588836	0.0006297307253851747	0.0007392473024227322	2.8513418779377994e-07	0.0007206795632332724	0.0007633637344089659	0.00034494698171122723	0.0007790481130642147	0.0005167163994002332	0.0005780266270379242	0.0006243383659673326	0.000506427064474286
